Общая стоимость товаров,Общая сумма заказа,ID товара,Наименование,Артикул_x,Свободно,В резерве,Ед. изм,Цена закупки,Валюта цены представление,Артикул_y,Id,Количество товаров
3590,3840,165159612,кабель 1m orange (hdmi — micro-hdmi),,,,,360,,,,
3590,3840,148073737,карта памяти transcend флеш карта microsdhc 16gb transcend ts16gusdu1 w/adapter,TS16GUSDU1,,,,,,,,
5290,5540,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,4460,,,,
7370,7370,165157248,импульсный блок питания ginzzu ga-3311ub,,,,,,,,,
7370,7370,165157828,кабель usb a — usb type c,,,,шт,,,249187,,
7370,7370,148726626,корпус для raspberry pi 4,RPI-4B-case,,,шт,,,RPI-4B-case-RW,,
7370,7370,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
4000,5000,148073790,стекло для подогреваемой платформы designer x pro/ designer x,3D-PICASO-1016,-4,4,шт,,,3D-PICASO-1016,,
12018,12018,148073869,«автополив» — дополнение набора «йодо»,AMP-S040,,,,,,,,
12018,12018,156461235,адаптер «мама-папа» pro (troyka-модуль),AMP-B166,,,,,,,,
12018,12018,157290970,"книга ""глубокое обучение с подкреплением на python. openai gym и tensorflow для профи""",B-PIT-1251,,,,,,,,
12018,12018,163115988,"книга ""здоровье, спорт и окружающая среда в проектах arduino""",B-BHV-4068,,,,,,,,
12018,12018,148073754,"книга ""практическая статистика для специалистов data science. 50 важнейших понятий""",B-BHV-3974,,,,,,,,
12018,12018,148073613,накопитель usb 2.0 8gb smartbuy sb8gbvc,SB8GBVC,,,шт,,,SB8GBVC,,
12018,12018,148073867,электронный конструктор йодо,AMP-S024,,,,,,,,
6220,6220,165157248,импульсный блок питания ginzzu ga-3311ub,,,,,,,,,
6220,6220,165157828,кабель usb a — usb type c,,,,шт,,,249187,,
6220,6220,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
6220,6220,165155959,радиаторы для raspberry pi 4,lc8367,-1,1,шт,,,890748,,
650,650,148726626,корпус для raspberry pi 4,RPI-4B-case,,,шт,,,RPI-4B-case-RW,,
8257,8528,148073984,блок питания для raspberry pi 4,RPI-4-PSU,,,,,,,,
8257,8528,165157248,импульсный блок питания ginzzu ga-3311ub,,,,,498,,,,
8257,8528,148073960,источник бесперебойного питания 5 в 2.5 а для raspberry pi,GG-003631,,,,,,,,
8257,8528,165157828,кабель usb a — usb type c,,,,шт,314,,249187,,
8257,8528,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
2510,2723,165157248,импульсный блок питания ginzzu ga-3311ub,,,,,498,,,,
2510,2723,165159612,кабель 1m orange (hdmi — micro-hdmi),,,,,360,,,,
2510,2723,165157828,кабель usb a — usb type c,,,,шт,314,,249187,,
2510,2723,148726626,корпус для raspberry pi 4,RPI-4B-case-RW,,,шт,1052,,RPI-4B-case-RW,,
2510,2723,166453563,радиаторы для raspberry pi 4 (алюминий),,-1,11,шт,,,664563,,
4000,4000,154910628,подписка на электронную версию журнала «системный администратор» 01-12/2020,samag-el-2020-01-12,,,шт,2200,,samag-el-2020-01-12,,
390,390,148073726,"книга ""заводим raspberry pi""",lc941,,,,,,,,
5290,5290,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
5290,5290,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
5290,5290,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
4075.5,4075.5,148073982,одноплатный микрокомпьютер raspberry pi 4 (2gb ram),RPI-4B-2GB,,,,,,,,
750,750,148073720,мини-tux,lc8250,15,105,шт,,,TU-tux-big,,
800,1055,148073984,блок питания для raspberry pi 4,RPI-4-PSU,,,,,,,,
5680,5680,165159612,кабель 1m orange (hdmi — micro-hdmi),,,,,360,,,,
5680,5680,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
1560,1560,165157248,импульсный блок питания ginzzu ga-3311ub/ga-3311uw (черный),GA-3311UB,,,,498,,,,
1560,1560,165159612,кабель 1m orange (hdmi — micro-hdmi),,,,,360,,,,
1560,1560,165157828,кабель usb a — usb type c,,,,шт,314,,249187,,
1560,1560,159279894,символьный дисплей lcd1602a с адаптером iic/i2c,,,,,,,,,
5637.3999999999996,6049.3999999999996,148073430,"книга ""алгоритмические трюки для программистов, 2-е издание""",lc9008,,,,,,,,
5637.3999999999996,6049.3999999999996,148073746,"книга ""алгоритмы: построение и анализ. 3-е изд.""",lc961,,,,,,,,
5637.3999999999996,6049.3999999999996,157290970,"книга ""глубокое обучение с подкреплением на python. openai gym и tensorflow для профи""",B-PIT-1251,,,,,,,,
5680,5680,165159612,кабель 1m orange (hdmi — micro-hdmi),,,,,360,,,,
5680,5680,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
1200,1642,148726626,корпус для raspberry pi 4,RPI-4B-case-RW,,,шт,1052,,RPI-4B-case-RW,,
955,955,164817966,apache openoffice 4.1 (с лицензионным договором присоединения) (1dvd),OpenOffice-41-DVD-L,,,,,,,,
695,1529,160828922,debian 10.2 (для платформы x86-64 / usb flash 16 gb),debian-102-USB-64,,,,380.5,,,,
7000,7000,154910611,подписка на электронную версию журнала «бит. бизнес&информационные технологии» 01-10/2020,bit-el-2020-01-10,,,шт,,,bit-el-2020-01-10,,
7000,7000,154910628,подписка на электронную версию журнала «системный администратор» 01-12/2020,samag-el-2020-01-12,,,шт,2200,,samag-el-2020-01-12,,
11560,11560,148074025,кабель xh-2.54-4p для подключения к quatroport - 20 см,GG-005194,6,1,шт,,,GG-005194,,
11560,11560,148074027,кабель xh-2.54-4p для подключения к макетной плате,GG-005192,7,2,шт,,,GG-005192,,
11560,11560,148073737,карта памяти transcend флеш карта microsdhc 16gb transcend ts16gusdu1 w/adapter,TS16GUSDU1,,,,,,,,
11560,11560,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
11560,11560,166453563,радиаторы для raspberry pi 4 (алюминий),,-1,11,шт,,,664563,,
690,690,148073423,"шарф ""free bsd""",lc7224,22,2,шт,,,TU-BSD,,
1990,1990,148073866,электронный конструктор робожук,AMP-S042,,,,1428,,,,
854.92999999999995,1287,148073674,набор nd play умный робот,NDP-063,,,шт,,,NDP-063,,
799,1125,148073674,набор nd play умный робот,NDP-063,,,шт,,,NDP-063,,
1549.5999999999999,1912.5599999999999,148074048,набор arduino uno r3 starter kit,lc1380,,,шт,,,lc1380,,
2000,2000,154910625,подписка на электронную версию журнала «системный администратор» 01-06/2020,samag-el-2020-01-06,,,шт,1100,,samag-el-2020-01-06,,
1133.5999999999999,1496.5599999999999,160828922,debian 10.2 (для платформы x86-64 / usb flash 16 gb),debian-102-USB-64,,,,380.5,,,,
1133.5999999999999,1496.5599999999999,160139008,linux mint 19 (для платформы x86-64 / 1dvd),mint-19-DVD-64,,,,,,,,
1445.5999999999999,1667.1199999999999,166448554,корпус для raspberry pi 4 с вентиляторами (lt-4b02 / алюминий) (серый),LT-4B02-S,,,,,,,,
1284,1657,148073730,"книга ""linux. от новичка к профессионалу. 6-е изд.""",lc945,,,,,,,,
1284,1657,148073732,"книга ""ubuntu linux с нуля""",B-BHV-3953,,,,,,,,
990,990,148073865,электронный конструктор микроник,AMP-S016,,,,710,,,,
4990,4990,148073867,электронный конструктор йодо,AMP-S024,,,,,,,,
2055,2497,148073659,centos 7 (с лицензионным договором присоединения) (для платформы x86-64 / 1dvd),centos-73-DVD-64L,,,,,,,,
2055,2497,158680223,centos 8 (с лицензионным договором присоединения),centos-80-USB-64L,-1,1,шт,,,centos-83-USB-64L,,
999,999,155123393,"позитроник, образовательный набор",lc155123393,,,,,,,,
21160,21410,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
1190,1190,168525826,ubuntu 16.04 lts (с лицензионным договором присоединения) (для платформы x86-64 / usb flash 16 gb),ubuntu-1604-USB-64L,,,,323,,,,
1640,1890,148074035,оригинальный блок питания для cubieboard 3/4/5/6 5v/4a,lc8741,,,шт,,,lc8741,,
5290,5584,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,,,,,
580,580,165157828,кабель usb a — usb type c,,,,шт,314,,249187,,
580,580,166451703,переходник micro-usb / type-c (белый),,,,,,,,,
5501.6000000000004,5864.5600000000004,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,4486.4499999999998,,,,
248,248,148073944,"релейный модуль с опторазвязкой 5в 10a, 2 канала",GG-005173,,,шт,,,GG-005173,,
380,380,166450443,переходник с hdmi на micro-hdmi,,-1,8,шт,176,,849379,,
7950,8200,165157248,импульсный блок питания ginzzu ga-3311ub/ga-3311uw (черный),GA-3311UB,,,,499,,,,
7950,8200,165159612,кабель 1m orange (hdmi — micro-hdmi),,,,,360,,,,
7950,8200,165157828,кабель usb a — usb type c,,,,шт,314,,249187,,
7950,8200,166448554,корпус для raspberry pi 4 с вентиляторами (lt-4b02 / алюминий) (черный),LT-4B02-B,,,,1283,,,,
7950,8200,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,4486.4499999999998,,,,
1480,1829,156667737,ubuntu 19.10 (для платформы x86-64 / 1dvd),ubuntu-1910-DVD-64,,,,129,,,,
1480,1829,148073423,"шарф ""free bsd""",lc7224,22,2,шт,340,,TU-BSD,,
6880,7130,165159612,кабель 1m orange (hdmi — micro-hdmi),,,,,360,,,,
6880,7130,148726626,корпус для raspberry pi 4,RPI-4B-case-RW,,,шт,1052,,RPI-4B-case-RW,,
6880,7130,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,4486.4499999999998,,,,
2080,2429,156667737,ubuntu 19.10 (для платформы x86-64 / usb flash 16 gb),ubuntu-1910-USB-64,,,,311,,,,
2080,2429,148073423,"шарф ""free bsd""",lc7224,22,2,шт,340,,TU-BSD,,
722.79999999999995,1051,160139008,linux mint 19 (для платформы x86-64 / usb flash 16 gb),mint-19-USB-64,,,,311,,,,
560,826,169031421,овальный пластиковый корпус с вентилятором для raspberry pi 4 (чёрный),,,,,426.80000000000001,,,,
955,955,164817966,apache openoffice 4.1 (с лицензионным договором присоединения) (1dvd),OpenOffice-41-DVD-L,,,,141,,,,
5290,5639,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,4486.4499999999998,,,,
1029.5999999999999,1289.5999999999999,148073865,электронный конструктор микроник,AMP-S016,,,,710,,,,
1599,1962,160828922,debian 10.2 (для платформы x86-64 / 16 dvd (полный набор репозиториев)),debian-102-16DVD-64,,,,521,,,,
990,1990,148073865,электронный конструктор микроник,AMP-S016,,,,710,,,,
5290,5290,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,4486.4499999999998,,,,
8816.7999999999993,9292,169030156,блок питания для raspberry pi 4 model b с кабелем usb type-c,890008,11,19,шт,465.60000000000002,,890008,,
8816.7999999999993,9292,165159612,кабель hdmi — micro-hdmi (1m orange),,,,шт,360,,318324,,
8816.7999999999993,9292,169504939,карта памяти kingston canvas select microsd (64 гб + sd-адаптер),SDCS-64GB,,,,478,,,,
8816.7999999999993,9292,148726626,корпус для raspberry pi 4,RPI-4B-case-RW,,,шт,1052,,RPI-4B-case-RW,,
8816.7999999999993,9292,148073983,одноплатный микрокомпьютер raspberry pi 4 (4gb ram),RPI-4B-4GB,,,,4486.4499999999998,,,,
8816.7999999999993,9292,169027460,радиаторы для raspberry pi 4,890748,-1,1,шт,184.30000000000001,,890748,,
7714.0299999999997,7714.0299999999997,165157248,импульсный блок питания ginzzu ga-3311ub/ga-3311uw (чёрный),GA-3311UB,,,,499,,,,
7714.0299999999997,7714.0299999999997,165159612,кабель hdmi — micro-hdmi (1m orange),,,,шт,360,,318324,,
7714.0299999999997,7714.0299999999997,165157828,кабель usb a — usb type c,,,,шт,314,,249187,,
7714.0299999999997,7714.0299999999997,166448554,корпус для raspberry pi 4 с вентиляторами (lt-4b02 / алюминий) (золотой),LT-4B02-G,,,,1283,,,,
